"pid","filename","type","year","month","commits","mdegree","mdegree2","mbetween","mbetween2","mclose","mclose2","mweight","diameter","networksize","networksize2","age","density","connect"
122,"OssMMNet2004_5_122.net","MM",2004,5,76,1.5,2.25,0,0,0.4375,0.19140625,2,1,4,16,1,0.5,0.5
122,"OssMMNet2004_6_122.net","MM",2004,6,324,1.5,2.25,0,0,0.4375,0.19140625,2,1,4,16,2,0.5,0.5
122,"OssMMNet2004_10_122.net","MM",2004,10,450,1,1,0.25,0.0625,0.401786,0.161431989796,2,2,4,16,3,0.333333,0.5
122,"OssMMNet2004_11_122.net","MM",2004,11,80,1.5,2.25,0.75,0.5625,0.7,0.49,2,2,4,16,4,0.5,1
122,"OssMMNet2004_12_122.net","MM",2004,12,140,1.5,2.25,0.75,0.5625,0.7,0.49,2,2,4,16,5,0.5,1
122,"OssMMNet2005_1_122.net","MM",2005,1,155,1.6,2.56,1.6,2.56,0.582222,0.338982457284,2.25,3,5,25,6,0.4,1
122,"OssMMNet2005_2_122.net","MM",2005,2,300,1.143,1.306,1.14286,1.3061289796,0.243975,0.059523800625,2.25,3,7,49,7,0.190476,0.47619
122,"OssMMNet2005_3_122.net","MM",2005,3,127,2,4,1.14286,1.3061289796,0.37449,0.1402427601,2.42857,2,7,49,8,0.333333,0.714286
122,"OssMMNet2005_4_122.net","MM",2005,4,238,1.429,2.041,0.857143,0.734694122449,0.251821,0.063413816041,2.2,3,7,49,9,0.238095,0.47619
122,"OssMMNet2005_5_122.net","MM",2005,5,726,1.25,1.562,0.75,0.5625,0.191074,0.036509273476,2.4,3,8,64,10,0.178571,0.357143
122,"OssMMNet2005_6_122.net","MM",2005,6,100,1,1,0.25,0.0625,0.15976,0.0255232576,2.5,2,8,64,11,0.142857,0.214286
122,"OssMMNet2005_7_122.net","MM",2005,7,575,0.857,0.735,0.428571,0.183673102041,0.19584,0.0383533056,2,2,7,49,12,0.142857,0.285714
122,"OssMMNet2005_8_122.net","MM",2005,8,85,0.857,0.735,0.428571,0.183673102041,0.19584,0.0383533056,2,2,7,49,13,0.142857,0.285714
122,"OssMMNet2005_9_122.net","MM",2005,9,136,0.571,0.327,0.142857,0.020408122449,0.165504,0.027391574016,2,2,7,49,14,0.0952381,0.142857
122,"OssMMNet2005_10_122.net","MM",2005,10,240,0.5,0.25,0.125,0.015625,0.139656,0.019503798336,2,2,8,64,15,0.0714286,0.107143
292,"OssMMNet1999_9_292.net","MM",1999,9,92,2,4,0,0,1,1,2.33333,1,3,9,1,1,1
292,"OssMMNet1999_10_292.net","MM",1999,10,23,2,4,0,0,1,1,2,1,3,9,2,1,1
292,"OssMMNet1999_11_292.net","MM",1999,11,31,2,4,0,0,1,1,2,1,3,9,3,1,1
292,"OssMMNet1999_12_292.net","MM",1999,12,51,2,4,0,0,1,1,2,1,3,9,4,1,1
292,"OssMMNet2000_1_292.net","MM",2000,1,75,2,4,0,0,1,1,2,1,3,9,5,1,1
292,"OssMMNet2000_2_292.net","MM",2000,2,416,1.5,2.25,0,0,0.4375,0.19140625,2,1,4,16,6,0.5,0.5
292,"OssMMNet2000_3_292.net","MM",2000,3,219,1.2,1.44,0,0,0.28,0.0784,2.33333,1,5,25,7,0.3,0.3
292,"OssMMNet2002_10_292.net","MM",2002,10,78,1.5,2.25,0,0,0.4375,0.19140625,2.33333,1,4,16,8,0.5,0.5
292,"OssMMNet2002_11_292.net","MM",2002,11,67,1.5,2.25,0,0,0.4375,0.19140625,2,1,4,16,9,0.5,0.5
292,"OssMMNet2002_12_292.net","MM",2002,12,35,1.5,2.25,0,0,0.4375,0.19140625,2,1,4,16,10,0.5,0.5
292,"OssMMNet2003_1_292.net","MM",2003,1,24,1.5,2.25,0,0,0.4375,0.19140625,2,1,4,16,11,0.5,0.5
292,"OssMMNet2003_2_292.net","MM",2003,2,62,1.5,2.25,0,0,0.4375,0.19140625,2,1,4,16,12,0.5,0.5
292,"OssMMNet2003_3_292.net","MM",2003,3,28,1.5,2.25,0,0,0.4375,0.19140625,2,1,4,16,13,0.5,0.5
470,"OssMMNet2004_1_470.net","MM",2004,1,5409,0.571,0.327,0.142857,0.020408122449,0.165504,0.027391574016,2,2,7,49,1,0.0952381,0.142857
470,"OssMMNet2004_3_470.net","MM",2004,3,1615,0.857,0.735,0,0,0.167347,0.028005018409,2.33333,1,7,49,2,0.142857,0.142857
470,"OssMMNet2004_4_470.net","MM",2004,4,1038,1.714,2.939,0,0,0.204082,0.041649462724,2,1,7,49,3,0.285714,0.285714
470,"OssMMNet2004_5_470.net","MM",2004,5,4658,2.857,8.163,0,0,0.278912,0.077791903744,2.1,1,7,49,4,0.47619,0.47619
470,"OssMMNet2004_6_470.net","MM",2004,6,1522,3,9,1.125,1.265625,0.38898,0.1513054404,2.25,2,8,64,5,0.428571,0.75
470,"OssMMNet2004_7_470.net","MM",2004,7,2388,2.667,7.111,1,1,0.259783,0.067487207089,2.08333,2,9,81,6,0.333333,0.583333
470,"OssMMNet2004_8_470.net","MM",2004,8,1765,4,16,0.625,0.390625,0.415844,0.172926232336,2.1875,2,8,64,7,0.571429,0.75
470,"OssMMNet2004_9_470.net","MM",2004,9,1499,4.571,20.898,0.714286,0.510204489796,0.833024,0.693928984576,2.0625,2,7,49,8,0.761905,1
470,"OssMMNet2004_10_470.net","MM",2004,10,451,4.571,20.898,0.714286,0.510204489796,0.833024,0.693928984576,2.25,2,7,49,9,0.761905,1
470,"OssMMNet2004_11_470.net","MM",2004,11,845,4.571,20.898,0.714286,0.510204489796,0.833024,0.693928984576,2.1875,2,7,49,10,0.761905,1
470,"OssMMNet2004_12_470.net","MM",2004,12,3924,4.571,20.898,0.714286,0.510204489796,0.833024,0.693928984576,2.1875,2,7,49,11,0.761905,1
470,"OssMMNet2005_1_470.net","MM",2005,1,1276,6,36,0,0,1,1,2.2381,1,7,49,12,1,1
470,"OssMMNet2005_2_470.net","MM",2005,2,2026,3.714,13.796,1.14286,1.3061289796,0.750371,0.563056637641,2.38462,2,7,49,13,0.619048,1
470,"OssMMNet2005_3_470.net","MM",2005,3,1461,3.143,9.878,0.571429,0.326531102041,0.409144,0.167398812736,2.63636,2,7,49,14,0.52381,0.714286
470,"OssMMNet2005_4_470.net","MM",2005,4,2160,2.286,5.224,0.285714,0.081632489796,0.269137,0.072434724769,2.75,2,7,49,15,0.380952,0.47619
470,"OssMMNet2005_5_470.net","MM",2005,5,361,1.25,1.562,0.625,0.390625,0.19291,0.0372142681,2.6,2,8,64,16,0.178571,0.357143
648,"OssMMNet2002_2_648.net","MM",2002,2,734,1,1,0.25,0.0625,0.401786,0.161431989796,2.5,2,4,16,1,0.333333,0.5
648,"OssMMNet2002_3_648.net","MM",2002,3,703,1,1,0.25,0.0625,0.401786,0.161431989796,2.5,2,4,16,2,0.333333,0.5
648,"OssMMNet2002_4_648.net","MM",2002,4,267,1.5,2.25,0,0,0.4375,0.19140625,2.66667,1,4,16,3,0.5,0.5
648,"OssMMNet2002_5_648.net","MM",2002,5,1010,1.5,2.25,0,0,0.4375,0.19140625,3.33333,1,4,16,4,0.5,0.5
648,"OssMMNet2002_6_648.net","MM",2002,6,615,1.5,2.25,0,0,0.4375,0.19140625,3.33333,1,4,16,5,0.5,0.5
648,"OssMMNet2002_7_648.net","MM",2002,7,894,1.2,1.44,0,0,0.28,0.0784,2.66667,1,5,25,6,0.3,0.3
648,"OssMMNet2002_8_648.net","MM",2002,8,455,0.8,0.64,0.2,0.04,0.269744,0.072761825536,2,2,5,25,7,0.2,0.3
648,"OssMMNet2002_9_648.net","MM",2002,9,1559,0.8,0.64,0.2,0.04,0.269744,0.072761825536,2,2,5,25,8,0.2,0.3
648,"OssMMNet2002_10_648.net","MM",2002,10,1269,0.857,0.735,0.142857,0.020408122449,0.172306,0.029689357636,2.33333,2,7,49,9,0.142857,0.190476
648,"OssMMNet2002_11_648.net","MM",2002,11,533,0.857,0.735,0.142857,0.020408122449,0.172306,0.029689357636,2.66667,2,7,49,10,0.142857,0.190476
648,"OssMMNet2002_12_648.net","MM",2002,12,900,0.571,0.327,0.142857,0.020408122449,0.165504,0.027391574016,2.5,2,7,49,11,0.0952381,0.142857
648,"OssMMNet2003_1_648.net","MM",2003,1,596,0.571,0.327,0.142857,0.020408122449,0.165504,0.027391574016,3,2,7,49,12,0.0952381,0.142857
648,"OssMMNet2003_2_648.net","MM",2003,2,1108,0.571,0.327,0.142857,0.020408122449,0.165504,0.027391574016,2.5,2,7,49,13,0.0952381,0.142857
648,"OssMMNet2003_8_648.net","MM",2003,8,2035,0.4,0.16,0.1,0.01,0.107158,0.011482836964,2,2,10,100,14,0.0444444,0.0666667
648,"OssMMNet2003_9_648.net","MM",2003,9,2146,1.091,1.19,0,0,0.103306,0.010672129636,2.16667,1,11,121,15,0.109091,0.109091
648,"OssMMNet2003_10_648.net","MM",2003,10,1051,0.6,0.36,0.1,0.01,0.10938,0.0119639844,2,2,10,100,16,0.0666667,0.0888889
648,"OssMMNet2003_11_648.net","MM",2003,11,544,0.6,0.36,0,0,0.106667,0.011377848889,2,1,10,100,17,0.0666667,0.0666667
779,"OssMMNet2004_8_779.net","MM",2004,8,1150,0.286,0.082,0,0,0.0483351,0.00233628189201,2,1,21,441,1,0.0142857,0.0142857
820,"OssMMNet2002_4_820.net","MM",2002,4,284,2,4,0.5,0.25,0.775,0.600625,2.5,2,4,16,1,0.666667,1
820,"OssMMNet2002_5_820.net","MM",2002,5,229,2.5,6.25,0.25,0.0625,0.875,0.765625,2.6,2,4,16,2,0.833333,1
820,"OssMMNet2002_6_820.net","MM",2002,6,12,2.5,6.25,0.25,0.0625,0.875,0.765625,2.6,2,4,16,3,0.833333,1
820,"OssMMNet2002_7_820.net","MM",2002,7,46,2.5,6.25,0.25,0.0625,0.875,0.765625,2.6,2,4,16,4,0.833333,1
820,"OssMMNet2002_8_820.net","MM",2002,8,87,2.5,6.25,0.25,0.0625,0.875,0.765625,2.6,2,4,16,5,0.833333,1
820,"OssMMNet2002_9_820.net","MM",2002,9,236,2.5,6.25,0.25,0.0625,0.875,0.765625,3,2,4,16,6,0.833333,1
820,"OssMMNet2002_10_820.net","MM",2002,10,463,2.5,6.25,0.25,0.0625,0.875,0.765625,2.6,2,4,16,7,0.833333,1
820,"OssMMNet2002_11_820.net","MM",2002,11,367,2,4,0.2,0.04,0.417778,0.174538457284,2.6,2,5,25,8,0.5,0.6
820,"OssMMNet2002_12_820.net","MM",2002,12,441,2,4,0.2,0.04,0.417778,0.174538457284,2.6,2,5,25,9,0.5,0.6
820,"OssMMNet2003_1_820.net","MM",2003,1,479,1.667,2.778,0.166667,0.027777888889,0.270833,0.073350513889,3,2,6,36,10,0.333333,0.4
820,"OssMMNet2003_2_820.net","MM",2003,2,222,2,4,0.2,0.04,0.417778,0.174538457284,3,2,5,25,11,0.5,0.6
820,"OssMMNet2003_3_820.net","MM",2003,3,230,1.667,2.778,0.166667,0.027777888889,0.270833,0.073350513889,3,2,6,36,12,0.333333,0.4
820,"OssMMNet2003_4_820.net","MM",2003,4,254,2,4,0.2,0.04,0.417778,0.174538457284,3,2,5,25,13,0.5,0.6
820,"OssMMNet2003_5_820.net","MM",2003,5,124,2,4,0.2,0.04,0.417778,0.174538457284,3.6,2,5,25,14,0.5,0.6
820,"OssMMNet2003_6_820.net","MM",2003,6,100,2,4,0.2,0.04,0.417778,0.174538457284,3.2,2,5,25,15,0.5,0.6
820,"OssMMNet2003_7_820.net","MM",2003,7,36,2,4,0.2,0.04,0.417778,0.174538457284,3.2,2,5,25,16,0.5,0.6
820,"OssMMNet2003_8_820.net","MM",2003,8,125,2,4,0.2,0.04,0.417778,0.174538457284,3.2,2,5,25,17,0.5,0.6
820,"OssMMNet2003_9_820.net","MM",2003,9,549,3.333,11.111,0,0,0.444444,0.197530469136,2.8,1,6,36,18,0.666667,0.666667
820,"OssMMNet2003_10_820.net","MM",2003,10,180,2.4,5.76,0,0,0.44,0.1936,3.33333,1,5,25,19,0.6,0.6
820,"OssMMNet2003_11_820.net","MM",2003,11,111,1.2,1.44,0,0,0.28,0.0784,4.66667,1,5,25,20,0.3,0.3
820,"OssMMNet2003_12_820.net","MM",2003,12,111,1.2,1.44,0,0,0.28,0.0784,4.66667,1,5,25,21,0.3,0.3
820,"OssMMNet2004_1_820.net","MM",2004,1,57,1.2,1.44,0,0,0.28,0.0784,4.66667,1,5,25,22,0.3,0.3
820,"OssMMNet2004_2_820.net","MM",2004,2,103,1.333,1.778,0.333333,0.111110888889,0.264297,0.069852904209,4,2,6,36,23,0.266667,0.4
820,"OssMMNet2004_3_820.net","MM",2004,3,83,1.667,2.778,0.166667,0.027777888889,0.270833,0.073350513889,3.6,2,6,36,24,0.333333,0.4
820,"OssMMNet2004_4_820.net","MM",2004,4,25,1.667,2.778,0.166667,0.027777888889,0.270833,0.073350513889,3.6,2,6,36,25,0.333333,0.4
820,"OssMMNet2004_5_820.net","MM",2004,5,337,1.667,2.778,0.166667,0.027777888889,0.270833,0.073350513889,3.6,2,6,36,26,0.333333,0.4
820,"OssMMNet2004_6_820.net","MM",2004,6,144,2,4,0.2,0.04,0.417778,0.174538457284,3.2,2,5,25,27,0.5,0.6
820,"OssMMNet2004_7_820.net","MM",2004,7,31,2,4,0.2,0.04,0.417778,0.174538457284,3,2,5,25,28,0.5,0.6
820,"OssMMNet2004_8_820.net","MM",2004,8,23,2,4,0.2,0.04,0.417778,0.174538457284,3,2,5,25,29,0.5,0.6
820,"OssMMNet2004_9_820.net","MM",2004,9,15,2,4,0.2,0.04,0.417778,0.174538457284,2.6,2,5,25,30,0.5,0.6
820,"OssMMNet2004_10_820.net","MM",2004,10,89,3.2,10.24,0.4,0.16,0.853333,0.728177208889,2.75,2,5,25,31,0.8,1
820,"OssMMNet2004_11_820.net","MM",2004,11,83,2,4,0.2,0.04,0.417778,0.174538457284,3.2,2,5,25,32,0.5,0.6
820,"OssMMNet2004_12_820.net","MM",2004,12,21,1.6,2.56,0.4,0.16,0.397778,0.158227337284,2.75,2,5,25,33,0.4,0.6
820,"OssMMNet2005_1_820.net","MM",2005,1,26,1.6,2.56,0.4,0.16,0.397778,0.158227337284,2.75,2,5,25,34,0.4,0.6
820,"OssMMNet2005_2_820.net","MM",2005,2,18,1.2,1.44,0.8,0.64,0.363232,0.131937485824,2.33333,3,5,25,35,0.3,0.6
820,"OssMMNet2005_3_820.net","MM",2005,3,93,1.6,2.56,1.6,2.56,0.582222,0.338982457284,2.25,3,5,25,36,0.4,1
820,"OssMMNet2005_4_820.net","MM",2005,4,101,1.6,2.56,0.4,0.16,0.397778,0.158227337284,2.5,2,5,25,37,0.4,0.6
820,"OssMMNet2005_5_820.net","MM",2005,5,73,1.6,2.56,0.4,0.16,0.397778,0.158227337284,2.5,2,5,25,38,0.4,0.6
820,"OssMMNet2005_6_820.net","MM",2005,6,413,1.6,2.56,0.4,0.16,0.397778,0.158227337284,2.25,2,5,25,39,0.4,0.6
820,"OssMMNet2005_7_820.net","MM",2005,7,495,1.6,2.56,0.4,0.16,0.397778,0.158227337284,2.25,2,5,25,40,0.4,0.6
820,"OssMMNet2005_8_820.net","MM",2005,8,208,1.6,2.56,0.4,0.16,0.397778,0.158227337284,2.5,2,5,25,41,0.4,0.6
820,"OssMMNet2005_9_820.net","MM",2005,9,448,1.6,2.56,0.4,0.16,0.397778,0.158227337284,2.5,2,5,25,42,0.4,0.6
820,"OssMMNet2005_10_820.net","MM",2005,10,420,0.273,0.074,0,0,0.0460744,0.00212285033536,3,1,22,484,43,0.012987,0.012987
915,"OssMMNet2005_5_915.net","MM",2005,5,594,1.2,1.44,0,0,0.28,0.0784,3.33333,1,5,25,1,0.3,0.3
915,"OssMMNet2005_6_915.net","MM",2005,6,579,1.2,1.44,0,0,0.28,0.0784,3,1,5,25,2,0.3,0.3
915,"OssMMNet2005_7_915.net","MM",2005,7,771,1.2,1.44,0,0,0.28,0.0784,3.33333,1,5,25,3,0.3,0.3
915,"OssMMNet2005_8_915.net","MM",2005,8,587,3,9,0,0,1,1,2.5,1,4,16,4,1,1
915,"OssMMNet2005_9_915.net","MM",2005,9,653,1,1,0.25,0.0625,0.401786,0.161431989796,2.5,2,4,16,5,0.333333,0.5
1415,"OssMMNet2000_10_1415.net","MM",2000,10,3233,1.2,1.44,0,0,0.28,0.0784,3.33333,1,5,25,1,0.3,0.3
1415,"OssMMNet2000_11_1415.net","MM",2000,11,1071,2,4,0.2,0.04,0.417778,0.174538457284,3,2,5,25,2,0.5,0.6
1415,"OssMMNet2000_12_1415.net","MM",2000,12,984,2,4,0.2,0.04,0.417778,0.174538457284,3,2,5,25,3,0.5,0.6
1415,"OssMMNet2001_1_1415.net","MM",2001,1,924,3.333,11.111,0,0,0.444444,0.197530469136,2.8,1,6,36,4,0.666667,0.666667
1415,"OssMMNet2001_2_1415.net","MM",2001,2,865,1.667,2.778,0.166667,0.027777888889,0.270833,0.073350513889,4,2,6,36,5,0.333333,0.4
1415,"OssMMNet2001_3_1415.net","MM",2001,3,726,1.667,2.778,0.166667,0.027777888889,0.270833,0.073350513889,3.4,2,6,36,6,0.333333,0.4
1415,"OssMMNet2001_4_1415.net","MM",2001,4,1460,2,4,0.428571,0.183673102041,0.264375,0.069894140625,3,2,7,49,7,0.333333,0.47619
1415,"OssMMNet2001_5_1415.net","MM",2001,5,4698,2,4,0.428571,0.183673102041,0.264375,0.069894140625,3,2,7,49,8,0.333333,0.47619
1415,"OssMMNet2001_6_1415.net","MM",2001,6,1544,2.571,6.612,0.142857,0.020408122449,0.273899,0.075020662201,3,2,7,49,9,0.428571,0.47619
1415,"OssMMNet2001_7_1415.net","MM",2001,7,688,3.429,11.755,0.428571,0.183673102041,0.41821,0.1748996041,2.75,2,7,49,10,0.571429,0.714286
1415,"OssMMNet2001_8_1415.net","MM",2001,8,583,3.429,11.755,0.428571,0.183673102041,0.41821,0.1748996041,2.83333,2,7,49,11,0.571429,0.714286
1415,"OssMMNet2001_9_1415.net","MM",2001,9,102,3.714,13.796,0.285714,0.081632489796,0.427786,0.183000861796,2.69231,2,7,49,12,0.619048,0.714286
1415,"OssMMNet2001_10_1415.net","MM",2001,10,302,3.429,11.755,0.428571,0.183673102041,0.41821,0.1748996041,2.58333,2,7,49,13,0.571429,0.714286
1415,"OssMMNet2001_11_1415.net","MM",2001,11,202,3,9,0.375,0.140625,0.27036,0.0730945296,2.58333,2,8,64,14,0.428571,0.535714
1415,"OssMMNet2001_12_1415.net","MM",2001,12,294,3.429,11.755,0.428571,0.183673102041,0.41821,0.1748996041,2.58333,2,7,49,15,0.571429,0.714286
1415,"OssMMNet2002_1_1415.net","MM",2002,1,164,3.111,9.679,0.777778,0.604938617284,0.264516,0.069968714256,2.5,2,9,81,16,0.388889,0.583333
1415,"OssMMNet2002_2_1415.net","MM",2002,2,836,3,9,0.375,0.140625,0.27036,0.0730945296,2.91667,2,8,64,17,0.428571,0.535714
1415,"OssMMNet2002_3_1415.net","MM",2002,3,1507,2.5,6.25,0,0,0.203125,0.041259765625,2.6,1,8,64,18,0.357143,0.357143
1415,"OssMMNet2002_4_1415.net","MM",2002,4,1233,2.5,6.25,0,0,0.203125,0.041259765625,2.6,1,8,64,19,0.357143,0.357143
1415,"OssMMNet2002_5_1415.net","MM",2002,5,539,2.5,6.25,0,0,0.203125,0.041259765625,2.6,1,8,64,20,0.357143,0.357143
1415,"OssMMNet2002_6_1415.net","MM",2002,6,309,1.714,2.939,0,0,0.204082,0.041649462724,2.83333,1,7,49,21,0.285714,0.285714
1415,"OssMMNet2002_7_1415.net","MM",2002,7,188,1.714,2.939,0,0,0.204082,0.041649462724,2.66667,1,7,49,22,0.285714,0.285714
1415,"OssMMNet2002_8_1415.net","MM",2002,8,742,1.714,2.939,0,0,0.204082,0.041649462724,2.83333,1,7,49,23,0.285714,0.285714
1415,"OssMMNet2002_9_1415.net","MM",2002,9,328,1.714,2.939,0,0,0.204082,0.041649462724,2.66667,1,7,49,24,0.285714,0.285714
1415,"OssMMNet2002_10_1415.net","MM",2002,10,479,1.714,2.939,0,0,0.204082,0.041649462724,2.33333,1,7,49,25,0.285714,0.285714
1415,"OssMMNet2002_11_1415.net","MM",2002,11,138,1.714,2.939,0,0,0.204082,0.041649462724,2.16667,1,7,49,26,0.285714,0.285714
1415,"OssMMNet2002_12_1415.net","MM",2002,12,137,1.714,2.939,0,0,0.204082,0.041649462724,2.16667,1,7,49,27,0.285714,0.285714
1415,"OssMMNet2003_1_1415.net","MM",2003,1,743,1.714,2.939,0,0,0.204082,0.041649462724,2.16667,1,7,49,28,0.285714,0.285714
1415,"OssMMNet2003_2_1415.net","MM",2003,2,427,0.6,0.36,0.4,0.16,0.115398,0.013316698404,2,3,10,100,29,0.0666667,0.133333
1415,"OssMMNet2003_3_1415.net","MM",2003,3,212,0.4,0.16,0.1,0.01,0.107158,0.011482836964,2,2,10,100,30,0.0444444,0.0666667
1415,"OssMMNet2003_4_1415.net","MM",2003,4,558,0.8,0.64,0.2,0.04,0.116257,0.013515690049,2.75,2,10,100,31,0.0888889,0.133333
1415,"OssMMNet2003_5_1415.net","MM",2003,5,102,1.6,2.56,0.2,0.04,0.132132,0.017458865424,2.75,2,10,100,32,0.177778,0.222222
1415,"OssMMNet2003_6_1415.net","MM",2003,6,505,1.6,2.56,0.2,0.04,0.132132,0.017458865424,2.625,2,10,100,33,0.177778,0.222222
1415,"OssMMNet2003_7_1415.net","MM",2003,7,515,1.2,1.44,0,0,0.117143,0.013722482449,2.83333,1,10,100,34,0.133333,0.133333
1415,"OssMMNet2003_8_1415.net","MM",2003,8,215,2,4,0,0,0.133333,0.017777688889,2.5,1,10,100,35,0.222222,0.222222
1415,"OssMMNet2003_9_1415.net","MM",2003,9,413,2,4,0,0,0.133333,0.017777688889,2.7,1,10,100,36,0.222222,0.222222
1415,"OssMMNet2003_10_1415.net","MM",2003,10,1198,4.2,17.64,0,0,0.205,0.042025,2.57143,1,10,100,37,0.466667,0.466667
1415,"OssMMNet2003_11_1415.net","MM",2003,11,328,4.2,17.64,0,0,0.205,0.042025,2.57143,1,10,100,38,0.466667,0.466667
1415,"OssMMNet2003_12_1415.net","MM",2003,12,294,4.2,17.64,0,0,0.205,0.042025,2.57143,1,10,100,39,0.466667,0.466667
1415,"OssMMNet2004_1_1415.net","MM",2004,1,530,4.2,17.64,0,0,0.205,0.042025,2.57143,1,10,100,40,0.466667,0.466667
1415,"OssMMNet2004_2_1415.net","MM",2004,2,3890,4.2,17.64,0,0,0.205,0.042025,2.57143,1,10,100,41,0.466667,0.466667
1415,"OssMMNet2004_3_1415.net","MM",2004,3,375,3,9,0,0,0.16,0.0256,2.8,1,10,100,42,0.333333,0.333333
1415,"OssMMNet2004_4_1415.net","MM",2004,4,364,3,9,0,0,0.16,0.0256,2.93333,1,10,100,43,0.333333,0.333333
1415,"OssMMNet2004_5_1415.net","MM",2004,5,299,3,9,0,0,0.16,0.0256,2.8,1,10,100,44,0.333333,0.333333
1415,"OssMMNet2004_6_1415.net","MM",2004,6,1055,3,9,0,0,0.16,0.0256,2.8,1,10,100,45,0.333333,0.333333
1415,"OssMMNet2004_7_1415.net","MM",2004,7,962,3.333,11.111,0,0,0.203704,0.041495319616,2.93333,1,9,81,46,0.416667,0.416667
1415,"OssMMNet2004_8_1415.net","MM",2004,8,408,3.333,11.111,0,0,0.203704,0.041495319616,2.86667,1,9,81,47,0.416667,0.416667
1415,"OssMMNet2004_9_1415.net","MM",2004,9,716,3,9,0,0,0.16,0.0256,2.86667,1,10,100,48,0.333333,0.333333
1415,"OssMMNet2004_10_1415.net","MM",2004,10,877,3.333,11.111,0,0,0.203704,0.041495319616,2.93333,1,9,81,49,0.416667,0.416667
1415,"OssMMNet2004_11_1415.net","MM",2004,11,247,3.333,11.111,0,0,0.203704,0.041495319616,2.53333,1,9,81,50,0.416667,0.416667
1415,"OssMMNet2004_12_1415.net","MM",2004,12,655,2.222,4.938,0,0,0.160494,0.025758324036,2.8,1,9,81,51,0.277778,0.277778
1415,"OssMMNet2005_1_1415.net","MM",2005,1,554,2.222,4.938,0,0,0.160494,0.025758324036,2.8,1,9,81,52,0.277778,0.277778
1415,"OssMMNet2005_2_1415.net","MM",2005,2,483,6.222,38.716,0,0,0.45679,0.2086571041,2.64286,1,9,81,53,0.777778,0.777778
1415,"OssMMNet2005_3_1415.net","MM",2005,3,1579,3.333,11.111,0,0,0.203704,0.041495319616,3.13333,1,9,81,54,0.416667,0.416667
1415,"OssMMNet2005_4_1415.net","MM",2005,4,1171,3.333,11.111,0,0,0.203704,0.041495319616,3.4,1,9,81,55,0.416667,0.416667
1415,"OssMMNet2005_5_1415.net","MM",2005,5,765,2.222,4.938,0,0,0.160494,0.025758324036,4,1,9,81,56,0.277778,0.277778
1415,"OssMMNet2005_6_1415.net","MM",2005,6,626,2.222,4.938,0,0,0.160494,0.025758324036,4.3,1,9,81,57,0.277778,0.277778
1415,"OssMMNet2005_7_1415.net","MM",2005,7,746,4.667,21.778,0,0,0.283951,0.080628170401,2.80952,1,9,81,58,0.583333,0.583333
1415,"OssMMNet2005_8_1415.net","MM",2005,8,497,2.857,8.163,0,0,0.278912,0.077791903744,4,1,7,49,59,0.47619,0.47619
1415,"OssMMNet2005_9_1415.net","MM",2005,9,951,3.333,11.111,0,0,0.444444,0.197530469136,3,1,6,36,60,0.666667,0.666667
1415,"OssMMNet2005_10_1415.net","MM",2005,10,422,3,9,0.166667,0.027777888889,0.429293,0.184292479849,2.55556,2,6,36,61,0.6,0.666667
1415,"OssMMNet2005_11_1415.net","MM",2005,11,132,2.8,7.84,0.6,0.36,0.786667,0.618844968889,2.14286,2,5,25,62,0.7,1
2230,"OssMMNet2003_2_2230.net","MM",2003,2,783,0.857,0.735,0,0,0.167347,0.028005018409,2,1,7,49,1,0.142857,0.142857
2230,"OssMMNet2003_4_2230.net","MM",2003,4,150,1.5,2.25,0,0,0.1625,0.02640625,2,1,8,64,2,0.214286,0.214286
2230,"OssMMNet2003_7_2230.net","MM",2003,7,177,0.75,0.562,0,0,0.140625,0.019775390625,2,1,8,64,3,0.107143,0.107143
2230,"OssMMNet2003_8_2230.net","MM",2003,8,243,0.667,0.444,0,0,0.121693,0.014809186249,2,1,9,81,4,0.0833333,0.0833333
2230,"OssMMNet2003_9_2230.net","MM",2003,9,88,0.75,0.562,0,0,0.140625,0.019775390625,2,1,8,64,5,0.107143,0.107143
2230,"OssMMNet2003_10_2230.net","MM",2003,10,321,0.75,0.562,0,0,0.140625,0.019775390625,2,1,8,64,6,0.107143,0.107143
2230,"OssMMNet2003_11_2230.net","MM",2003,11,193,0.6,0.36,0,0,0.1075,0.01155625,2,1,10,100,7,0.0666667,0.0666667
2230,"OssMMNet2004_2_2230.net","MM",2004,2,62,0.857,0.735,0,0,0.167347,0.028005018409,2,1,7,49,8,0.142857,0.142857
2230,"OssMMNet2004_3_2230.net","MM",2004,3,143,1.714,2.939,0,0,0.204082,0.041649462724,2,1,7,49,9,0.285714,0.285714
2230,"OssMMNet2004_4_2230.net","MM",2004,4,351,0.75,0.562,0,0,0.140625,0.019775390625,2,1,8,64,10,0.107143,0.107143
2230,"OssMMNet2004_5_2230.net","MM",2004,5,261,0.667,0.444,0,0,0.121693,0.014809186249,2,1,9,81,11,0.0833333,0.0833333
2230,"OssMMNet2004_6_2230.net","MM",2004,6,591,0.667,0.444,0,0,0.121693,0.014809186249,2,1,9,81,12,0.0833333,0.0833333
2230,"OssMMNet2004_10_2230.net","MM",2004,10,281,0.952,0.907,0,0,0.0502868,0.00252876225424,2,1,21,441,13,0.047619,0.047619
2230,"OssMMNet2005_4_2230.net","MM",2005,4,55,0.4,0.16,0,0,0.0687179,0.00472214978041,2,1,15,225,14,0.0285714,0.0285714
