"pid","filename.x","type.x","year","month","commits.x","mdegree.x","mdegree2.x","mbetween.x","mbetween2.x","mclose.x","mclose2.x","mweight.x","diameter.x","networksize.x","networksize2.x","age.x","density.x","connect.x","filename.y","type.y","commits.y","mdegree.y","mdegree2.y","mbetween.y","mbetween2.y","mclose.y","mclose2.y","mweight.y","diameter.y","networksize.y","networksize2.y","age.y","density.y","connect.y"
14568,"OssMMNet2003_10_14568.net","MM",2003,10,3793,0.5,0.25,0.25,0.0625,0.0920425,0.00847182180625,3.33333,2,12,144,35,0.0454545,0.0909091,"OssPPNet2003_10_14568.net","PP",3793,12.72,161.798,6.72,45.1584,0.667852,0.446026293904,1.10692,3,25,625,10,0.53,1
14568,"OssMMNet2003_11_14568.net","MM",2003,11,3741,1.091,1.19,1,1,0.127064,0.016145260096,3,3,11,121,36,0.109091,0.272727,"OssPPNet2003_11_14568.net","PP",3741,12.8,163.84,6.6,43.56,0.67183,0.4513555489,1.15,3,25,625,11,0.533333,1
14568,"OssMMNet2003_12_14568.net","MM",2003,12,2463,0.727,0.529,0.181818,0.033057785124,0.102748,0.010557151504,3,2,11,121,37,0.0727273,0.109091,"OssPPNet2003_12_14568.net","PP",2463,12.56,157.754,6.84,46.7856,0.664349,0.441359593801,1.08917,3,25,625,12,0.523333,1
14568,"OssMMNet2004_1_14568.net","MM",2004,1,1837,0.364,0.132,0.0909091,0.00826446446281,0.0961967,0.00925380509089,3.5,2,11,121,38,0.0363636,0.0545455,"OssPPNet2004_1_14568.net","PP",1837,12,144,9,81,0.611761,0.374251521121,1.07051,4,26,676,1,0.48,1
14568,"OssMMNet2004_2_14568.net","MM",2004,2,1482,0.364,0.132,0.0909091,0.00826446446281,0.0961967,0.00925380509089,3.5,2,11,121,39,0.0363636,0.0545455,"OssPPNet2004_2_14568.net","PP",1482,10.96,120.122,10.04,100.8016,0.573388,0.328773798544,1.08029,4,25,625,2,0.456667,1
14568,"OssMMNet2004_3_14568.net","MM",2004,3,3322,0.364,0.132,0,0,0.0942149,0.00887644738201,3,1,11,121,40,0.0363636,0.0363636,"OssPPNet2004_3_14568.net","PP",3322,10.96,120.122,10.24,104.8576,0.566778,0.321237301284,1.05109,4,25,625,3,0.456667,1
14568,"OssMMNet2004_4_14568.net","MM",2004,4,2097,0.364,0.132,0,0,0.0942149,0.00887644738201,2.5,1,11,121,41,0.0363636,0.0363636,"OssPPNet2004_4_14568.net","PP",2097,10.167,103.361,10.0417,100.83573889,0.559547,0.313092845209,1.03279,4,24,576,4,0.442029,1
14568,"OssMMNet2004_5_14568.net","MM",2004,5,3277,0.364,0.132,0,0,0.0942149,0.00887644738201,2.5,1,11,121,42,0.0363636,0.0363636,"OssPPNet2004_5_14568.net","PP",3277,10.348,107.078,8.95652,80.2192505104,0.580507,0.336988377049,1.03361,4,23,529,5,0.470356,1
14568,"OssMMNet2004_6_14568.net","MM",2004,6,2818,0.6,0.36,0.1,0.01,0.10938,0.0119639844,2.33333,2,10,100,43,0.0666667,0.0888889,"OssPPNet2004_6_14568.net","PP",2818,10.095,101.914,6.61905,43.8118229025,0.626702,0.392755396804,1.04717,3,21,441,6,0.504762,1
14568,"OssMMNet2004_7_14568.net","MM",2004,7,1226,1,1,0.4,0.16,0.122982,0.015124572324,2.2,2,10,100,44,0.111111,0.2,"OssPPNet2004_7_14568.net","PP",1226,10.7,114.49,5.45,29.7025,0.660866,0.436743869956,1.06542,3,20,400,7,0.563158,1
14568,"OssMMNet2004_8_14568.net","MM",2004,8,2152,1,1,0.4,0.16,0.122982,0.015124572324,2.2,2,10,100,45,0.111111,0.2,"OssPPNet2004_8_14568.net","PP",2152,10.476,109.751,6,36,0.647964,0.419857345296,1.06364,3,21,441,8,0.52381,1
14568,"OssMMNet2004_9_14568.net","MM",2004,9,1988,0.4,0.16,0,0,0.104444,0.010908549136,2.5,1,10,100,46,0.0444444,0.0444444,"OssPPNet2004_9_14568.net","PP",1988,10.4,108.16,5.95,35.4025,0.641343,0.411320843649,1.03846,3,20,400,9,0.547368,1
14568,"OssMMNet2004_10_14568.net","MM",2004,10,2483,0.4,0.16,0,0,0.104444,0.010908549136,2.5,1,10,100,47,0.0444444,0.0444444,"OssPPNet2004_10_14568.net","PP",2483,9.905,98.104,7.90476,62.4852306576,0.582623,0.339449560129,1.03846,3,21,441,10,0.495238,1
14568,"OssMMNet2005_2_14568.net","MM",2005,2,1426,0.4,0.16,0,0,0.104444,0.010908549136,2,1,10,100,48,0.0444444,0.0444444,"OssPPNet2005_2_14568.net","PP",1426,7.545,56.934,7.81818,61.1239385124,0.351336,0.123436984896,1.0241,3,22,484,2,0.359307,0.909091
14568,"OssMMNet2005_3_14568.net","MM",2005,3,1384,0.6,0.36,0.1,0.01,0.10938,0.0119639844,2,2,10,100,49,0.0666667,0.0888889,"OssPPNet2005_3_14568.net","PP",1384,7.833,61.361,8.5,72.25,0.352552,0.124292912704,1.03191,3,24,576,3,0.34058,0.916667
14568,"OssMMNet2005_4_14568.net","MM",2005,4,2415,0.364,0.132,0,0,0.0942149,0.00887644738201,2,1,11,121,50,0.0363636,0.0363636,"OssPPNet2005_4_14568.net","PP",2415,7.92,62.726,9.12,83.1744,0.350334,0.122733911556,1.0202,3,25,625,4,0.33,0.92
14568,"OssMMNet2005_5_14568.net","MM",2005,5,4557,0.4,0.16,0,0,0.104444,0.010908549136,2,1,10,100,51,0.0444444,0.0444444,"OssPPNet2005_5_14568.net","PP",4557,7.333,53.778,8.875,78.765625,0.347999,0.121103304001,1.02273,3,24,576,5,0.318841,0.916667
14664,"OssMMNet2003_4_14664.net","MM",2003,4,139,0.889,0.79,0.0555556,0.00308642469136,0.0591567,0.00349951515489,2.125,2,18,324,1,0.0522876,0.0588235,"OssPPNet2003_4_14664.net","PP",139,2.5,6.25,3.375,11.390625,0.526563,0.277268592969,1.7,3,8,64,4,0.357143,1
14664,"OssMMNet2003_5_14664.net","MM",2003,5,500,3.692,13.633,0.307692,0.094674366864,0.130773,0.017101577529,2.125,2,13,169,2,0.307692,0.358974,"OssPPNet2003_5_14664.net","PP",500,2.8,7.84,0.6,0.36,0.794286,0.630890249796,2.57143,2,5,25,5,0.7,1
14664,"OssMMNet2003_6_14664.net","MM",2003,6,98,1,1,0.25,0.0625,0.15976,0.0255232576,2,2,8,64,3,0.142857,0.214286,"OssPPNet2003_6_14664.net","PP",98,3,9,0,0,1,1,1.5,1,4,16,6,1,1
14664,"OssMMNet2003_7_14664.net","MM",2003,7,89,1.5,2.25,0,0,0.1625,0.02640625,2,1,8,64,4,0.214286,0.214286,"OssPPNet2003_7_14664.net","PP",89,2.5,6.25,0.25,0.0625,0.875,0.765625,1.6,2,4,16,7,0.833333,1
14664,"OssMMNet2003_8_14664.net","MM",2003,8,74,1.333,1.778,0,0,0.135802,0.018442183204,2,1,9,81,5,0.166667,0.166667,"OssPPNet2003_8_14664.net","PP",74,2,4,0,0,1,1,2,1,3,9,8,1,1
14664,"OssMMNet2003_9_14664.net","MM",2003,9,43,1.5,2.25,0,0,0.1625,0.02640625,2,1,8,64,6,0.214286,0.214286,"OssPPNet2003_9_14664.net","PP",43,2,4,0,0,1,1,2,1,3,9,9,1,1
14664,"OssMMNet2003_10_14664.net","MM",2003,10,216,1.25,1.562,0,0,0.0690104,0.00476243530816,2,1,16,256,7,0.0833333,0.0833333,"OssPPNet2003_10_14664.net","PP",216,2,4,0,0,1,1,2.33333,1,3,9,10,1,1
14664,"OssMMNet2004_1_14664.net","MM",2004,1,1,0.308,0.095,0,0,0.0788955,0.00622449992025,2,1,13,169,8,0.025641,0.025641,"OssPPNet2004_1_14664.net","PP",1,1.333,1.778,0.333333,0.111110888889,0.777778,0.604938617284,2,2,3,9,1,0.666667,1
15363,"OssMMNet2002_11_15363.net","MM",2002,11,115,0.75,0.562,0,0,0.140625,0.019775390625,2,1,8,64,1,0.107143,0.107143,"OssPPNet2002_11_15363.net","PP",115,1.667,2.778,0.166667,0.027777888889,0.270833,0.073350513889,1.4,2,6,36,11,0.333333,0.4
15416,"OssMMNet2001_1_15416.net","MM",2001,1,456,0.8,0.64,0.2,0.04,0.269744,0.072761825536,2.5,2,5,25,1,0.2,0.3,"OssPPNet2001_1_15416.net","PP",456,9.077,82.391,1.53846,2.3668591716,0.825982,0.682246264324,1.0678,3,13,169,1,0.75641,1
15416,"OssMMNet2001_2_15416.net","MM",2001,2,249,0.8,0.64,0.2,0.04,0.269744,0.072761825536,2.5,2,5,25,2,0.2,0.3,"OssPPNet2001_2_15416.net","PP",249,6.889,47.457,0.555556,0.308642469136,0.895537,0.801986518369,1.12903,2,9,81,2,0.861111,1
15416,"OssMMNet2001_4_15416.net","MM",2001,4,643,1,1,0,0,0.208333,0.043402638889,2.66667,1,6,36,3,0.2,0.2,"OssPPNet2001_4_15416.net","PP",643,7.25,52.562,4.5,20.25,0.649977,0.422470100529,1.13793,3,16,256,4,0.483333,1
15416,"OssMMNet2001_5_15416.net","MM",2001,5,675,1,1,0.25,0.0625,0.15976,0.0255232576,3.75,2,8,64,4,0.142857,0.214286,"OssPPNet2001_5_15416.net","PP",675,8.2,67.24,6.8,46.24,0.609544,0.371543887936,1.2561,4,20,400,5,0.431579,1
15416,"OssMMNet2001_6_15416.net","MM",2001,6,309,0.5,0.25,0.125,0.015625,0.139656,0.019503798336,4.5,2,8,64,5,0.0714286,0.107143,"OssPPNet2001_6_15416.net","PP",309,7,49,3.55556,12.6420069136,0.264196,0.069799526416,1.25397,3,18,324,6,0.411765,0.79085
15416,"OssMMNet2001_7_15416.net","MM",2001,7,506,0.571,0.327,0.142857,0.020408122449,0.165504,0.027391574016,3,2,7,49,6,0.0952381,0.142857,"OssPPNet2001_7_15416.net","PP",506,8.182,66.942,4.86364,23.6549940496,0.264216,0.069810094656,1.07778,3,22,484,7,0.38961,0.82684
15416,"OssMMNet2001_8_15416.net","MM",2001,8,471,0.857,0.735,0,0,0.167347,0.028005018409,3,1,7,49,7,0.142857,0.142857,"OssPPNet2001_8_15416.net","PP",471,7.333,53.778,3.05556,9.3364469136,0.268086,0.071870103396,1.13636,2,18,324,8,0.431373,0.79085
15416,"OssMMNet2001_9_15416.net","MM",2001,9,438,0.857,0.735,0,0,0.167347,0.028005018409,3,1,7,49,8,0.142857,0.142857,"OssPPNet2001_9_15416.net","PP",438,6,36,3.57895,12.8088831025,0.197283,0.038920582089,1.15789,3,19,361,9,0.333333,0.707602
15416,"OssMMNet2001_10_15416.net","MM",2001,10,528,0.857,0.735,0,0,0.167347,0.028005018409,3.33333,1,7,49,9,0.142857,0.142857,"OssPPNet2001_10_15416.net","PP",528,6.421,41.23,4.10526,16.8531596676,0.194645,0.037886676025,1.14754,3,19,361,10,0.356725,0.707602
15416,"OssMMNet2001_11_15416.net","MM",2001,11,274,0.857,0.735,0,0,0.167347,0.028005018409,3,1,7,49,10,0.142857,0.142857,"OssPPNet2001_11_15416.net","PP",274,5.667,32.111,4.16667,17.3611388889,0.191733,0.036761543289,1.17647,3,18,324,11,0.333333,0.69281
15416,"OssMMNet2001_12_15416.net","MM",2001,12,140,1,1,0,0,0.208333,0.043402638889,2.33333,1,6,36,11,0.2,0.2,"OssPPNet2001_12_15416.net","PP",140,4.875,23.766,3.25,10.5625,0.191953,0.036845954209,1.12821,3,16,256,12,0.325,0.658333
15416,"OssMMNet2002_1_15416.net","MM",2002,1,1020,1.714,2.939,0,0,0.204082,0.041649462724,2.5,1,7,49,12,0.285714,0.285714,"OssPPNet2002_1_15416.net","PP",1020,6,36,1.46667,2.1511208889,0.201924,0.040773301776,1.24444,2,15,225,1,0.428571,0.638095
15416,"OssMMNet2002_2_15416.net","MM",2002,2,603,0.667,0.444,0.166667,0.027777888889,0.204365,0.041765053225,3.5,2,6,36,13,0.133333,0.2,"OssPPNet2002_2_15416.net","PP",603,7.625,58.141,1.125,1.265625,0.206639,0.042699676321,1.14754,2,16,256,2,0.508333,0.658333
15416,"OssMMNet2002_3_15416.net","MM",2002,3,296,1,1,0.25,0.0625,0.401786,0.161431989796,2,2,4,16,14,0.333333,0.5,"OssPPNet2002_3_15416.net","PP",296,5.833,34.028,1.66667,2.7777888889,0.402362,0.161895179044,1.05714,2,12,144,3,0.530303,0.833333
15416,"OssMMNet2002_4_15416.net","MM",2002,4,272,1.5,2.25,0,0,0.4375,0.19140625,2.33333,1,4,16,15,0.5,0.5,"OssPPNet2002_4_15416.net","PP",272,8.625,74.391,2.25,5.0625,0.410156,0.168227944336,1.05797,2,16,256,4,0.575,0.875
15416,"OssMMNet2002_5_15416.net","MM",2002,5,159,1.5,2.25,0,0,0.4375,0.19140625,2.33333,1,4,16,16,0.5,0.5,"OssPPNet2002_5_15416.net","PP",159,8.625,74.391,2.25,5.0625,0.410156,0.168227944336,1.05797,2,16,256,5,0.575,0.875
15416,"OssMMNet2002_6_15416.net","MM",2002,6,209,1.5,2.25,0,0,0.4375,0.19140625,2.33333,1,4,16,17,0.5,0.5,"OssPPNet2002_6_15416.net","PP",209,8.625,74.391,2.25,5.0625,0.410156,0.168227944336,1.05797,2,16,256,6,0.575,0.875
15416,"OssMMNet2002_7_15416.net","MM",2002,7,459,1.5,2.25,0,0,0.4375,0.19140625,2.66667,1,4,16,18,0.5,0.5,"OssPPNet2002_7_15416.net","PP",459,8.933,79.804,1.6,2.56,0.422582,0.178575546724,1.10448,2,15,225,7,0.638095,0.866667
15416,"OssMMNet2002_8_15416.net","MM",2002,8,215,1,1,0.25,0.0625,0.401786,0.161431989796,3,2,4,16,19,0.333333,0.5,"OssPPNet2002_8_15416.net","PP",215,8.308,69.018,0.923077,0.852071147929,0.43432,0.1886338624,1.12963,2,13,169,8,0.692308,0.846154
15416,"OssMMNet2002_9_15416.net","MM",2002,9,294,1,1,0.25,0.0625,0.401786,0.161431989796,2,2,4,16,20,0.333333,0.5,"OssPPNet2002_9_15416.net","PP",294,7.714,59.51,1.71429,2.9387902041,0.414621,0.171910573641,1.03704,2,14,196,9,0.593407,0.857143
15416,"OssMMNet2002_10_15416.net","MM",2002,10,607,0.8,0.64,0.2,0.04,0.269744,0.072761825536,2,2,5,25,21,0.2,0.3,"OssPPNet2002_10_15416.net","PP",607,8.625,74.391,2.25,5.0625,0.410722,0.168692561284,1.02899,2,16,256,10,0.575,0.875
15416,"OssMMNet2002_11_15416.net","MM",2002,11,487,1,1,0.25,0.0625,0.401786,0.161431989796,2,2,4,16,22,0.333333,0.5,"OssPPNet2002_11_15416.net","PP",487,9.412,88.581,2.35294,5.5363266436,0.413357,0.170864009449,1.025,2,17,289,11,0.588235,0.882353
15416,"OssMMNet2004_2_15416.net","MM",2004,2,1101,1,1,0.25,0.0625,0.401786,0.161431989796,2.5,2,4,16,23,0.333333,0.5,"OssPPNet2004_2_15416.net","PP",1101,9,81,3.125,9.765625,0.729216,0.531755974656,1.05556,3,16,256,2,0.6,1
15416,"OssMMNet2004_3_15416.net","MM",2004,3,947,1,1,0.25,0.0625,0.401786,0.161431989796,2.5,2,4,16,24,0.333333,0.5,"OssPPNet2004_3_15416.net","PP",947,9,81,3.125,9.765625,0.729216,0.531755974656,1.05556,3,16,256,3,0.6,1
15416,"OssMMNet2004_4_15416.net","MM",2004,4,1354,1,1,0.25,0.0625,0.401786,0.161431989796,3.5,2,4,16,25,0.333333,0.5,"OssPPNet2004_4_15416.net","PP",1354,9.6,92.16,2.26667,5.1377928889,0.779864,0.608187858496,1.125,3,15,225,4,0.685714,1
15416,"OssMMNet2004_5_15416.net","MM",2004,5,597,1,1,0.25,0.0625,0.401786,0.161431989796,3,2,4,16,26,0.333333,0.5,"OssPPNet2004_5_15416.net","PP",597,8.533,72.818,3.33333,11.1110888889,0.704147,0.495822997609,1.10938,3,15,225,5,0.609524,1
15416,"OssMMNet2004_6_15416.net","MM",2004,6,233,1,1,0.25,0.0625,0.401786,0.161431989796,2.5,2,4,16,27,0.333333,0.5,"OssPPNet2004_6_15416.net","PP",233,8.267,68.338,3.46667,12.0178008889,0.69495,0.4829555025,1.06452,3,15,225,6,0.590476,1
15416,"OssMMNet2004_7_15416.net","MM",2004,7,831,1,1,0.25,0.0625,0.401786,0.161431989796,4,2,4,16,28,0.333333,0.5,"OssPPNet2004_7_15416.net","PP",831,8.533,72.818,3.4,11.56,0.701143,0.491601506449,1.25,3,15,225,7,0.609524,1
15416,"OssMMNet2005_1_15416.net","MM",2005,1,135,0.8,0.64,0.2,0.04,0.269744,0.072761825536,2,2,5,25,29,0.2,0.3,"OssPPNet2005_1_15416.net","PP",135,2.4,5.76,1,1,0.694286,0.482033049796,1.33333,3,5,25,1,0.6,1
15429,"OssMMNet2004_5_15429.net","MM",2004,5,442,1.5,2.25,0,0,0.4375,0.19140625,2,1,4,16,1,0.5,0.5,"OssPPNet2004_5_15429.net","PP",442,2.5,6.25,0.25,0.0625,0.875,0.765625,1.4,2,4,16,5,0.833333,1
15429,"OssMMNet2004_8_15429.net","MM",2004,8,572,1,1,0,0,0.208333,0.043402638889,2.33333,1,6,36,2,0.2,0.2,"OssPPNet2004_8_15429.net","PP",572,5,25,0,0,1,1,1.26667,1,6,36,8,1,1
15429,"OssMMNet2004_9_15429.net","MM",2004,9,803,1.714,2.939,0,0,0.204082,0.041649462724,2.16667,1,7,49,3,0.285714,0.285714,"OssPPNet2004_9_15429.net","PP",803,6,36,0.5,0.25,0.892045,0.795744282025,1.20833,2,8,64,9,0.857143,1
15429,"OssMMNet2004_10_15429.net","MM",2004,10,418,1.714,2.939,0,0,0.204082,0.041649462724,2.16667,1,7,49,4,0.285714,0.285714,"OssPPNet2004_10_15429.net","PP",418,6.889,47.457,0.555556,0.308642469136,0.895537,0.801986518369,1.16129,2,9,81,10,0.861111,1
15429,"OssMMNet2004_11_15429.net","MM",2004,11,170,1.714,2.939,0,0,0.204082,0.041649462724,2.16667,1,7,49,5,0.285714,0.285714,"OssPPNet2004_11_15429.net","PP",170,6.889,47.457,0.555556,0.308642469136,0.895537,0.801986518369,1.16129,2,9,81,11,0.861111,1
15429,"OssMMNet2004_12_15429.net","MM",2004,12,112,1.714,2.939,0,0,0.204082,0.041649462724,2.16667,1,7,49,6,0.285714,0.285714,"OssPPNet2004_12_15429.net","PP",112,6.889,47.457,0.555556,0.308642469136,0.895537,0.801986518369,1.16129,2,9,81,12,0.861111,1
15429,"OssMMNet2005_1_15429.net","MM",2005,1,244,1.714,2.939,0,0,0.204082,0.041649462724,2.16667,1,7,49,7,0.285714,0.285714,"OssPPNet2005_1_15429.net","PP",244,5.5,30.25,0.75,0.5625,0.841667,0.708403338889,1.22727,2,8,64,1,0.785714,1
15429,"OssMMNet2005_2_15429.net","MM",2005,2,143,1.5,2.25,0,0,0.1625,0.02640625,2.5,1,8,64,8,0.214286,0.214286,"OssPPNet2005_2_15429.net","PP",143,4.857,23.592,0.571429,0.326531102041,0.857143,0.734694122449,1.41176,2,7,49,2,0.809524,1
15429,"OssMMNet2005_3_15429.net","MM",2005,3,48,0.857,0.735,0,0,0.167347,0.028005018409,2.33333,1,7,49,9,0.142857,0.142857,"OssPPNet2005_3_15429.net","PP",48,4.857,23.592,0.571429,0.326531102041,0.857143,0.734694122449,1.23529,2,7,49,3,0.809524,1
15429,"OssMMNet2005_4_15429.net","MM",2005,4,36,0.857,0.735,0,0,0.167347,0.028005018409,2.33333,1,7,49,10,0.142857,0.142857,"OssPPNet2005_4_15429.net","PP",36,4.857,23.592,0.571429,0.326531102041,0.857143,0.734694122449,1.23529,2,7,49,4,0.809524,1
15429,"OssMMNet2005_5_15429.net","MM",2005,5,87,0.857,0.735,0,0,0.167347,0.028005018409,2.33333,1,7,49,11,0.142857,0.142857,"OssPPNet2005_5_15429.net","PP",87,4.857,23.592,0.571429,0.326531102041,0.857143,0.734694122449,1.23529,2,7,49,5,0.809524,1
15429,"OssMMNet2005_6_15429.net","MM",2005,6,428,0.5,0.25,0,0,0.0875,0.00765625,2.33333,1,12,144,12,0.0454545,0.0454545,"OssPPNet2005_6_15429.net","PP",428,4.857,23.592,0.571429,0.326531102041,0.857143,0.734694122449,1.23529,2,7,49,6,0.809524,1
16035,"OssMMNet2001_5_16035.net","MM",2001,5,1293,0.6,0.36,0,0,0.1075,0.01155625,2,1,10,100,1,0.0666667,0.0666667,"OssPPNet2001_5_16035.net","PP",1293,2,4,0.5,0.25,0.775,0.600625,1.5,2,4,16,5,0.666667,1
16035,"OssMMNet2001_6_16035.net","MM",2001,6,270,1.4,1.96,0.3,0.09,0.131547,0.017304613209,2.42857,2,10,100,2,0.155556,0.222222,"OssPPNet2001_6_16035.net","PP",270,5,25,0,0,1,1,1.53333,1,6,36,6,1,1
16035,"OssMMNet2001_7_16035.net","MM",2001,7,631,4.4,19.36,0.6,0.36,0.273463,0.074782012369,2.18182,2,10,100,3,0.488889,0.622222,"OssPPNet2001_7_16035.net","PP",631,7,49,0,0,1,1,1.46429,1,8,64,7,1,1
16035,"OssMMNet2001_8_16035.net","MM",2001,8,694,1.4,1.96,0.3,0.09,0.131548,0.017304876304,2.42857,2,10,100,4,0.155556,0.222222,"OssPPNet2001_8_16035.net","PP",694,5,25,0,0,1,1,1.73333,1,6,36,8,1,1
16035,"OssMMNet2001_9_16035.net","MM",2001,9,612,1.8,3.24,0.6,0.36,0.15498,0.0240188004,2.22222,2,10,100,5,0.2,0.333333,"OssPPNet2001_9_16035.net","PP",612,5,25,0,0,1,1,1.66667,1,6,36,9,1,1
16035,"OssMMNet2001_10_16035.net","MM",2001,10,440,2.2,4.84,0.4,0.16,0.156628,0.024532330384,2.18182,2,10,100,6,0.244444,0.333333,"OssPPNet2001_10_16035.net","PP",440,4,16,0,0,1,1,2,1,5,25,10,1,1
16035,"OssMMNet2001_11_16035.net","MM",2001,11,261,4.2,17.64,0,0,0.205,0.042025,2.09524,1,10,100,7,0.466667,0.466667,"OssPPNet2001_11_16035.net","PP",261,3,9,0,0,1,1,2.66667,1,4,16,11,1,1
16035,"OssMMNet2001_12_16035.net","MM",2001,12,101,2,4,0,0,0.133333,0.017777688889,2.2,1,10,100,8,0.222222,0.222222,"OssPPNet2001_12_16035.net","PP",101,3,9,0,0,1,1,2.33333,1,4,16,12,1,1
16035,"OssMMNet2002_1_16035.net","MM",2002,1,183,2,4,0,0,0.133333,0.017777688889,2.2,1,10,100,9,0.222222,0.222222,"OssPPNet2002_1_16035.net","PP",183,3,9,0,0,1,1,2.33333,1,4,16,1,1,1
16035,"OssMMNet2002_2_16035.net","MM",2002,2,150,2,4,0,0,0.133333,0.017777688889,2.2,1,10,100,10,0.222222,0.222222,"OssPPNet2002_2_16035.net","PP",150,3,9,0,0,1,1,2.33333,1,4,16,2,1,1
16035,"OssMMNet2002_3_16035.net","MM",2002,3,252,2,4,0,0,0.133333,0.017777688889,2.2,1,10,100,11,0.222222,0.222222,"OssPPNet2002_3_16035.net","PP",252,4,16,0,0,1,1,1.8,1,5,25,3,1,1
16035,"OssMMNet2002_4_16035.net","MM",2002,4,149,2,4,0,0,0.133333,0.017777688889,2.2,1,10,100,12,0.222222,0.222222,"OssPPNet2002_4_16035.net","PP",149,4,16,0,0,1,1,1.8,1,5,25,4,1,1
16035,"OssMMNet2002_5_16035.net","MM",2002,5,124,2,4,0,0,0.133333,0.017777688889,2.2,1,10,100,13,0.222222,0.222222,"OssPPNet2002_5_16035.net","PP",124,4,16,0,0,1,1,1.8,1,5,25,5,1,1
16035,"OssMMNet2002_6_16035.net","MM",2002,6,87,2,4,0,0,0.133333,0.017777688889,2.2,1,10,100,14,0.222222,0.222222,"OssPPNet2002_6_16035.net","PP",87,4,16,0,0,1,1,1.8,1,5,25,6,1,1
16035,"OssMMNet2002_7_16035.net","MM",2002,7,81,2,4,0,0,0.133333,0.017777688889,2.2,1,10,100,15,0.222222,0.222222,"OssPPNet2002_7_16035.net","PP",81,5,25,0,0,1,1,1.53333,1,6,36,7,1,1
16035,"OssMMNet2002_8_16035.net","MM",2002,8,54,2,4,0,0,0.133333,0.017777688889,2.2,1,10,100,16,0.222222,0.222222,"OssPPNet2002_8_16035.net","PP",54,5,25,0,0,1,1,1.53333,1,6,36,8,1,1
16035,"OssMMNet2002_9_16035.net","MM",2002,9,293,2,4,0,0,0.133333,0.017777688889,2.2,1,10,100,17,0.222222,0.222222,"OssPPNet2002_9_16035.net","PP",293,5,25,0,0,1,1,1.53333,1,6,36,9,1,1
16035,"OssMMNet2002_10_16035.net","MM",2002,10,594,2,4,0,0,0.133333,0.017777688889,2.1,1,10,100,18,0.222222,0.222222,"OssPPNet2002_10_16035.net","PP",594,6,36,0,0,1,1,1.28571,1,7,49,10,1,1
16035,"OssMMNet2002_11_16035.net","MM",2002,11,878,2,4,0,0,0.133333,0.017777688889,2.1,1,10,100,19,0.222222,0.222222,"OssPPNet2002_11_16035.net","PP",878,6,36,0,0,1,1,1.28571,1,7,49,11,1,1
16035,"OssMMNet2002_12_16035.net","MM",2002,12,419,2,4,0,0,0.133333,0.017777688889,2.2,1,10,100,20,0.222222,0.222222,"OssPPNet2002_12_16035.net","PP",419,7,49,0,0,1,1,1.32143,1,8,64,12,1,1
16035,"OssMMNet2003_1_16035.net","MM",2003,1,135,2,4,0,0,0.133333,0.017777688889,2.1,1,10,100,21,0.222222,0.222222,"OssPPNet2003_1_16035.net","PP",135,6.444,41.531,0.777778,0.604938617284,0.861728,0.742575145984,1.2069,2,9,81,1,0.805556,1
16035,"OssMMNet2003_2_16035.net","MM",2003,2,320,2,4,0,0,0.133333,0.017777688889,2.1,1,10,100,22,0.222222,0.222222,"OssPPNet2003_2_16035.net","PP",320,3.667,13.444,0.666667,0.444444888889,0.814815,0.663923484225,1.54545,2,6,36,2,0.733333,1
16035,"OssMMNet2003_3_16035.net","MM",2003,3,660,2,4,0,0,0.133333,0.017777688889,2.1,1,10,100,23,0.222222,0.222222,"OssPPNet2003_3_16035.net","PP",660,2.8,7.84,0.6,0.36,0.794286,0.630890249796,1.85714,2,5,25,3,0.7,1
16035,"OssMMNet2003_4_16035.net","MM",2003,4,386,2,4,0,0,0.133333,0.017777688889,2.1,1,10,100,24,0.222222,0.222222,"OssPPNet2003_4_16035.net","PP",386,3,9,0,0,1,1,2,1,4,16,4,1,1
16035,"OssMMNet2003_5_16035.net","MM",2003,5,128,2,4,0,0,0.133333,0.017777688889,2,1,10,100,25,0.222222,0.222222,"OssPPNet2003_5_16035.net","PP",128,3,9,0,0,1,1,1.66667,1,4,16,5,1,1
16035,"OssMMNet2003_6_16035.net","MM",2003,6,87,2,4,0,0,0.133333,0.017777688889,2,1,10,100,26,0.222222,0.222222,"OssPPNet2003_6_16035.net","PP",87,3,9,0,0,1,1,1.66667,1,4,16,6,1,1
16035,"OssMMNet2003_7_16035.net","MM",2003,7,474,2,4,0,0,0.133333,0.017777688889,2,1,10,100,27,0.222222,0.222222,"OssPPNet2003_7_16035.net","PP",474,3,9,0,0,1,1,1.66667,1,4,16,7,1,1
16035,"OssMMNet2003_8_16035.net","MM",2003,8,8408,1.818,3.306,0,0,0.114522,0.013115288484,2,1,11,121,28,0.181818,0.181818,"OssPPNet2003_8_16035.net","PP",8408,3,9,0,0,1,1,1.66667,1,4,16,8,1,1
16035,"OssMMNet2003_9_16035.net","MM",2003,9,1251,1.818,3.306,0,0,0.114522,0.013115288484,2.1,1,11,121,29,0.181818,0.181818,"OssPPNet2003_9_16035.net","PP",1251,2.8,7.84,0.6,0.36,0.794286,0.630890249796,1.85714,2,5,25,9,0.7,1
16035,"OssMMNet2003_10_16035.net","MM",2003,10,955,1.818,3.306,0,0,0.114522,0.013115288484,2.1,1,11,121,30,0.181818,0.181818,"OssPPNet2003_10_16035.net","PP",955,4,16,0,0,1,1,1.6,1,5,25,10,1,1
