"pid","filename.x","type.x","year","month","commits.x","mdegree.x","mdegree2.x","mbetween.x","mbetween2.x","mclose.x","mclose2.x","mweight.x","diameter.x","networksize.x","networksize2.x","age.x","density.x","connect.x","filename.y","type.y","commits.y","mdegree.y","mdegree2.y","mbetween.y","mbetween2.y","mclose.y","mclose2.y","mweight.y","diameter.y","networksize.y","networksize2.y","age.y","density.y","connect.y"
122,"OssMMNet2004_6_122.net","MM",2004,6,324,1.5,2.25,0,0,0.4375,0.19140625,2,1,4,16,2,0.5,0.5,"OssPPNet2004_6_122.net","PP",76,2,4,0,0,1,1,1.66667,1,3,9,6,1,1
122,"OssMMNet2004_10_122.net","MM",2004,10,450,1,1,0.25,0.0625,0.401786,0.161431989796,2,2,4,16,3,0.333333,0.5,"OssPPNet2004_10_122.net","PP",324,3.333,11.111,0.833333,0.694443888889,0.771825,0.595713830625,1.2,2,6,36,10,0.666667,1
122,"OssMMNet2004_11_122.net","MM",2004,11,80,1.5,2.25,0.75,0.5625,0.7,0.49,2,2,4,16,4,0.5,1,"OssPPNet2004_11_122.net","PP",450,4.444,19.753,1.77778,3.1605017284,0.710541,0.504868512681,1.15,2,9,81,11,0.555556,1
122,"OssMMNet2004_12_122.net","MM",2004,12,140,1.5,2.25,0.75,0.5625,0.7,0.49,2,2,4,16,5,0.5,1,"OssPPNet2004_12_122.net","PP",80,4.667,21.778,1.66667,2.7777888889,0.724547,0.524968355209,1.14286,2,9,81,12,0.583333,1
122,"OssMMNet2005_1_122.net","MM",2005,1,155,1.6,2.56,1.6,2.56,0.582222,0.338982457284,2.25,3,5,25,6,0.4,1,"OssPPNet2005_1_122.net","PP",140,4.889,23.901,1.55556,2.4197669136,0.736165,0.541938907225,1.27273,2,9,81,1,0.611111,1
122,"OssMMNet2005_2_122.net","MM",2005,2,300,1.143,1.306,1.14286,1.3061289796,0.243975,0.059523800625,2.25,3,7,49,7,0.190476,0.47619,"OssPPNet2005_2_122.net","PP",155,4.889,23.901,1.55556,2.4197669136,0.736165,0.541938907225,1.27273,2,9,81,2,0.611111,1
122,"OssMMNet2005_3_122.net","MM",2005,3,127,2,4,1.14286,1.3061289796,0.37449,0.1402427601,2.42857,2,7,49,8,0.333333,0.714286,"OssPPNet2005_3_122.net","PP",300,7.273,52.893,1.36364,1.8595140496,0.805399,0.648667549201,1.275,2,11,121,3,0.727273,1
122,"OssMMNet2005_4_122.net","MM",2005,4,238,1.429,2.041,0.857143,0.734694122449,0.251821,0.063413816041,2.2,3,7,49,9,0.238095,0.47619,"OssPPNet2005_4_122.net","PP",127,5.333,28.444,3,9,0.668246,0.446552716516,1.1875,3,12,144,4,0.484848,1
122,"OssMMNet2005_5_122.net","MM",2005,5,726,1.25,1.562,0.75,0.5625,0.191074,0.036509273476,2.4,3,8,64,10,0.178571,0.357143,"OssPPNet2005_5_122.net","PP",238,5.833,34.028,2.66667,7.1111288889,0.694123,0.481806739129,1.22857,3,12,144,5,0.530303,1
122,"OssMMNet2005_6_122.net","MM",2005,6,100,1,1,0.25,0.0625,0.15976,0.0255232576,2.5,2,8,64,11,0.142857,0.214286,"OssPPNet2005_6_122.net","PP",726,6,36,3,9,0.684369,0.468360928161,1.20513,2,13,169,6,0.5,1
122,"OssMMNet2005_7_122.net","MM",2005,7,575,0.857,0.735,0.428571,0.183673102041,0.19584,0.0383533056,2,2,7,49,12,0.142857,0.285714,"OssPPNet2005_7_122.net","PP",100,4.909,24.099,2.54545,6.4793157025,0.680357,0.462885647449,1.11111,2,11,121,7,0.490909,1
122,"OssMMNet2005_8_122.net","MM",2005,8,85,0.857,0.735,0.428571,0.183673102041,0.19584,0.0383533056,2,2,7,49,13,0.142857,0.285714,"OssPPNet2005_8_122.net","PP",575,4.833,23.361,3.08333,9.5069238889,0.656881,0.431492648161,1.10345,2,12,144,8,0.439394,1
122,"OssMMNet2005_9_122.net","MM",2005,9,136,0.571,0.327,0.142857,0.020408122449,0.165504,0.027391574016,2,2,7,49,14,0.0952381,0.142857,"OssPPNet2005_9_122.net","PP",85,4.182,17.488,2.90909,8.4628046281,0.648343,0.420348645649,1.08696,2,11,121,9,0.418182,1
122,"OssMMNet2005_10_122.net","MM",2005,10,240,0.5,0.25,0.125,0.015625,0.139656,0.019503798336,2,2,8,64,15,0.0714286,0.107143,"OssPPNet2005_10_122.net","PP",136,4,16,3,9,0.640597,0.410364516409,1.09091,2,11,121,10,0.4,1
292,"OssMMNet1999_9_292.net","MM",1999,9,92,2,4,0,0,1,1,2.33333,1,3,9,1,1,1,"OssPPNet1999_9_292.net","PP",345,3.2,10.24,0.4,0.16,0.853333,0.728177208889,1.5,2,5,25,9,0.8,1
292,"OssMMNet1999_10_292.net","MM",1999,10,23,2,4,0,0,1,1,2,1,3,9,2,1,1,"OssPPNet1999_10_292.net","PP",92,2,4,0,0,1,1,1.66667,1,3,9,10,1,1
292,"OssMMNet1999_11_292.net","MM",1999,11,31,2,4,0,0,1,1,2,1,3,9,3,1,1,"OssPPNet1999_11_292.net","PP",23,2,4,0,0,1,1,1.66667,1,3,9,11,1,1
292,"OssMMNet1999_12_292.net","MM",1999,12,51,2,4,0,0,1,1,2,1,3,9,4,1,1,"OssPPNet1999_12_292.net","PP",31,2,4,0,0,1,1,1.66667,1,3,9,12,1,1
292,"OssMMNet2000_1_292.net","MM",2000,1,75,2,4,0,0,1,1,2,1,3,9,5,1,1,"OssPPNet2000_1_292.net","PP",51,2,4,0,0,1,1,1.66667,1,3,9,1,1,1
292,"OssMMNet2000_2_292.net","MM",2000,2,416,1.5,2.25,0,0,0.4375,0.19140625,2,1,4,16,6,0.5,0.5,"OssPPNet2000_2_292.net","PP",75,2,4,0,0,1,1,1.66667,1,3,9,2,1,1
292,"OssMMNet2000_3_292.net","MM",2000,3,219,1.2,1.44,0,0,0.28,0.0784,2.33333,1,5,25,7,0.3,0.3,"OssPPNet2000_3_292.net","PP",416,1.5,2.25,0,0,0.4375,0.19140625,2.33333,1,4,16,3,0.5,0.5
292,"OssMMNet2002_10_292.net","MM",2002,10,78,1.5,2.25,0,0,0.4375,0.19140625,2.33333,1,4,16,8,0.5,0.5,"OssPPNet2002_10_292.net","PP",219,3.2,10.24,0.4,0.16,0.853333,0.728177208889,1.5,2,5,25,10,0.8,1
292,"OssMMNet2002_11_292.net","MM",2002,11,67,1.5,2.25,0,0,0.4375,0.19140625,2,1,4,16,9,0.5,0.5,"OssPPNet2002_11_292.net","PP",78,2.5,6.25,0.25,0.0625,0.875,0.765625,1.4,2,4,16,11,0.833333,1
292,"OssMMNet2002_12_292.net","MM",2002,12,35,1.5,2.25,0,0,0.4375,0.19140625,2,1,4,16,10,0.5,0.5,"OssPPNet2002_12_292.net","PP",67,2.5,6.25,0.25,0.0625,0.875,0.765625,1.4,2,4,16,12,0.833333,1
292,"OssMMNet2003_1_292.net","MM",2003,1,24,1.5,2.25,0,0,0.4375,0.19140625,2,1,4,16,11,0.5,0.5,"OssPPNet2003_1_292.net","PP",35,3,9,0,0,1,1,1.33333,1,4,16,1,1,1
292,"OssMMNet2003_2_292.net","MM",2003,2,62,1.5,2.25,0,0,0.4375,0.19140625,2,1,4,16,12,0.5,0.5,"OssPPNet2003_2_292.net","PP",24,2,4,0,0,1,1,1.66667,1,3,9,2,1,1
292,"OssMMNet2003_3_292.net","MM",2003,3,28,1.5,2.25,0,0,0.4375,0.19140625,2,1,4,16,13,0.5,0.5,"OssPPNet2003_3_292.net","PP",62,2,4,0,0,1,1,1.66667,1,3,9,3,1,1
470,"OssMMNet2004_1_470.net","MM",2004,1,5409,0.571,0.327,0.142857,0.020408122449,0.165504,0.027391574016,2,2,7,49,1,0.0952381,0.142857,"OssPPNet2004_1_470.net","PP",7866,42.133,1775.218,0.933333,0.871110488889,0.968407,0.937812117649,1.00211,2,45,2025,1,0.957576,1
470,"OssMMNet2004_3_470.net","MM",2004,3,1615,0.857,0.735,0,0,0.167347,0.028005018409,2.33333,1,7,49,2,0.142857,0.142857,"OssPPNet2004_3_470.net","PP",5409,38,1444,0,0,1,1,1.0054,1,39,1521,3,1,1
470,"OssMMNet2004_4_470.net","MM",2004,4,1038,1.714,2.939,0,0,0.204082,0.041649462724,2,1,7,49,3,0.285714,0.285714,"OssPPNet2004_4_470.net","PP",1615,36.051,1299.695,0,0,0.487837,0.237984938569,1.00427,1,39,1521,4,0.948718,0.948718
470,"OssMMNet2004_5_470.net","MM",2004,5,4658,2.857,8.163,0,0,0.278912,0.077791903744,2.1,1,7,49,4,0.47619,0.47619,"OssPPNet2004_5_470.net","PP",1038,35.158,1236.078,0.921053,0.848338628809,0.962969,0.927309294961,1.00898,2,38,1444,5,0.950213,1
470,"OssMMNet2004_6_470.net","MM",2004,6,1522,3,9,1.125,1.265625,0.38898,0.1513054404,2.25,2,8,64,5,0.428571,0.75,"OssPPNet2004_6_470.net","PP",4658,39,1521,0,0,1,1,1.01538,1,40,1600,6,1,1
470,"OssMMNet2004_7_470.net","MM",2004,7,2388,2.667,7.111,1,1,0.259783,0.067487207089,2.08333,2,9,81,6,0.333333,0.583333,"OssPPNet2004_7_470.net","PP",1522,39,1521,0,0,1,1,1.01026,1,40,1600,7,1,1
470,"OssMMNet2004_8_470.net","MM",2004,8,1765,4,16,0.625,0.390625,0.415844,0.172926232336,2.1875,2,8,64,7,0.571429,0.75,"OssPPNet2004_8_470.net","PP",2388,44,1936,0,0,1,1,1.01313,1,45,2025,8,1,1
470,"OssMMNet2004_9_470.net","MM",2004,9,1499,4.571,20.898,0.714286,0.510204489796,0.833024,0.693928984576,2.0625,2,7,49,8,0.761905,1,"OssPPNet2004_9_470.net","PP",1765,41,1681,0,0,1,1,1.00929,1,42,1764,9,1,1
470,"OssMMNet2004_10_470.net","MM",2004,10,451,4.571,20.898,0.714286,0.510204489796,0.833024,0.693928984576,2.25,2,7,49,9,0.761905,1,"OssPPNet2004_10_470.net","PP",1499,40,1600,0,0,1,1,1.02073,1,41,1681,10,1,1
470,"OssMMNet2004_11_470.net","MM",2004,11,845,4.571,20.898,0.714286,0.510204489796,0.833024,0.693928984576,2.1875,2,7,49,10,0.761905,1,"OssPPNet2004_11_470.net","PP",451,33.278,1107.41,0.861111,0.741512154321,0.963033,0.927432559089,1.0217,2,36,1296,11,0.950794,1
470,"OssMMNet2004_12_470.net","MM",2004,12,3924,4.571,20.898,0.714286,0.510204489796,0.833024,0.693928984576,2.1875,2,7,49,11,0.761905,1,"OssPPNet2004_12_470.net","PP",845,33.278,1107.41,0.861111,0.741512154321,0.963033,0.927432559089,1.0217,2,36,1296,12,0.950794,1
470,"OssMMNet2005_1_470.net","MM",2005,1,1276,6,36,0,0,1,1,2.2381,1,7,49,12,1,1,"OssPPNet2005_1_470.net","PP",3924,37.25,1387.562,0.875,0.765625,0.966301,0.933737622601,1.02416,2,40,1600,1,0.955128,1
470,"OssMMNet2005_2_470.net","MM",2005,2,2026,3.714,13.796,1.14286,1.3061289796,0.750371,0.563056637641,2.38462,2,7,49,13,0.619048,1,"OssPPNet2005_2_470.net","PP",1276,37.3,1391.29,0.85,0.7225,0.967106,0.935294015236,1.02681,2,40,1600,2,0.95641,1
470,"OssMMNet2005_3_470.net","MM",2005,3,1461,3.143,9.878,0.571429,0.326531102041,0.409144,0.167398812736,2.63636,2,7,49,14,0.52381,0.714286,"OssPPNet2005_3_470.net","PP",2026,33.278,1107.41,0.861111,0.741512154321,0.963033,0.927432559089,1.03506,2,36,1296,3,0.950794,1
470,"OssMMNet2005_4_470.net","MM",2005,4,2160,2.286,5.224,0.285714,0.081632489796,0.269137,0.072434724769,2.75,2,7,49,15,0.380952,0.47619,"OssPPNet2005_4_470.net","PP",1461,34.513,1191.135,1.74359,3.0401060881,0.93261,0.8697614121,1.03269,2,39,1521,4,0.908232,1
470,"OssMMNet2005_5_470.net","MM",2005,5,361,1.25,1.562,0.625,0.390625,0.19291,0.0372142681,2.6,2,8,64,16,0.178571,0.357143,"OssPPNet2005_5_470.net","PP",2160,32,1024,0,0,1,1,1.02083,1,33,1089,5,1,1
648,"OssMMNet2002_2_648.net","MM",2002,2,734,1,1,0.25,0.0625,0.401786,0.161431989796,2.5,2,4,16,1,0.333333,0.5,"OssPPNet2002_2_648.net","PP",496,3.333,11.111,0,0,0.444444,0.197530469136,1.4,1,6,36,2,0.666667,0.666667
648,"OssMMNet2002_3_648.net","MM",2002,3,703,1,1,0.25,0.0625,0.401786,0.161431989796,2.5,2,4,16,2,0.333333,0.5,"OssPPNet2002_3_648.net","PP",734,3.333,11.111,0,0,0.444444,0.197530469136,1.4,1,6,36,3,0.666667,0.666667
648,"OssMMNet2002_4_648.net","MM",2002,4,267,1.5,2.25,0,0,0.4375,0.19140625,2.66667,1,4,16,3,0.5,0.5,"OssPPNet2002_4_648.net","PP",703,3.333,11.111,0,0,0.444444,0.197530469136,1.6,1,6,36,4,0.666667,0.666667
648,"OssMMNet2002_5_648.net","MM",2002,5,1010,1.5,2.25,0,0,0.4375,0.19140625,3.33333,1,4,16,4,0.5,0.5,"OssPPNet2002_5_648.net","PP",267,2.4,5.76,0,0,0.44,0.1936,2.5,1,5,25,5,0.6,0.6
648,"OssMMNet2002_6_648.net","MM",2002,6,615,1.5,2.25,0,0,0.4375,0.19140625,3.33333,1,4,16,5,0.5,0.5,"OssPPNet2002_6_648.net","PP",1010,2.4,5.76,0,0,0.44,0.1936,2.5,1,5,25,6,0.6,0.6
648,"OssMMNet2002_7_648.net","MM",2002,7,894,1.2,1.44,0,0,0.28,0.0784,2.66667,1,5,25,6,0.3,0.3,"OssPPNet2002_7_648.net","PP",615,2.667,7.111,0.111111,0.012345654321,0.169992,0.028897280064,1.5,2,9,81,7,0.333333,0.361111
648,"OssMMNet2002_8_648.net","MM",2002,8,455,0.8,0.64,0.2,0.04,0.269744,0.072761825536,2,2,5,25,7,0.2,0.3,"OssPPNet2002_8_648.net","PP",894,2.222,4.938,0,0,0.149471,0.022341579841,1.2,1,9,81,8,0.277778,0.277778
648,"OssMMNet2002_9_648.net","MM",2002,9,1559,0.8,0.64,0.2,0.04,0.269744,0.072761825536,2,2,5,25,8,0.2,0.3,"OssPPNet2002_9_648.net","PP",455,5.167,26.694,0,0,0.165278,0.027316817284,1.06452,1,12,144,9,0.469697,0.469697
648,"OssMMNet2002_10_648.net","MM",2002,10,1269,0.857,0.735,0.142857,0.020408122449,0.172306,0.029689357636,2.33333,2,7,49,9,0.142857,0.190476,"OssPPNet2002_10_648.net","PP",1559,4.947,24.476,0.263158,0.069252132964,0.0752855,0.00566790651025,1.10638,2,19,361,10,0.274854,0.304094
648,"OssMMNet2002_11_648.net","MM",2002,11,533,0.857,0.735,0.142857,0.020408122449,0.172306,0.029689357636,2.66667,2,7,49,10,0.142857,0.190476,"OssPPNet2002_11_648.net","PP",1269,4.632,21.452,0.421053,0.177285628809,0.0751654,0.00564983735716,1.18182,2,19,361,11,0.25731,0.304094
648,"OssMMNet2002_12_648.net","MM",2002,12,900,0.571,0.327,0.142857,0.020408122449,0.165504,0.027391574016,2.5,2,7,49,11,0.0952381,0.142857,"OssPPNet2002_12_648.net","PP",533,3.231,10.438,0,0,0.105568,0.011144602624,1.19048,1,13,169,12,0.269231,0.269231
648,"OssMMNet2003_1_648.net","MM",2003,1,596,0.571,0.327,0.142857,0.020408122449,0.165504,0.027391574016,3,2,7,49,12,0.0952381,0.142857,"OssPPNet2003_1_648.net","PP",900,3.429,11.755,0,0,0.0965523,0.00932234663529,1.29167,1,14,196,1,0.263736,0.263736
648,"OssMMNet2003_2_648.net","MM",2003,2,1108,0.571,0.327,0.142857,0.020408122449,0.165504,0.027391574016,2.5,2,7,49,13,0.0952381,0.142857,"OssPPNet2003_2_648.net","PP",596,3.733,13.938,0,0,0.0901321,0.00812379545041,1.14286,1,15,225,2,0.266667,0.266667
648,"OssMMNet2003_8_648.net","MM",2003,8,2035,0.4,0.16,0.1,0.01,0.107158,0.011482836964,2,2,10,100,14,0.0444444,0.0666667,"OssPPNet2003_8_648.net","PP",1108,2.933,8.604,0.266667,0.071111288889,0.0883401,0.00780397326801,1.09091,2,15,225,8,0.209524,0.247619
648,"OssMMNet2003_9_648.net","MM",2003,9,2146,1.091,1.19,0,0,0.103306,0.010672129636,2.16667,1,11,121,15,0.109091,0.109091,"OssPPNet2003_9_648.net","PP",2035,2.857,8.163,0.357143,0.127551122449,0.0979759,0.00959927698081,1.25,2,14,196,9,0.21978,0.274725
648,"OssMMNet2003_10_648.net","MM",2003,10,1051,0.6,0.36,0.1,0.01,0.10938,0.0119639844,2,2,10,100,16,0.0666667,0.0888889,"OssPPNet2003_10_648.net","PP",2146,4.125,17.016,0.25,0.0625,0.0897526,0.00805552920676,1.09091,2,16,256,10,0.275,0.308333
648,"OssMMNet2003_11_648.net","MM",2003,11,544,0.6,0.36,0,0,0.106667,0.011377848889,2,1,10,100,17,0.0666667,0.0666667,"OssPPNet2003_11_648.net","PP",1051,2.615,6.84,0.307692,0.094674366864,0.103586,0.010730059396,1.17647,2,13,169,11,0.217949,0.269231
779,"OssMMNet2004_8_779.net","MM",2004,8,1150,0.286,0.082,0,0,0.0483351,0.00233628189201,2,1,21,441,1,0.0142857,0.0142857,"OssPPNet2004_8_779.net","PP",367,0.769,0.592,0.230769,0.053254331361,0.0856177,0.00733039055329,1.4,2,13,169,8,0.0641026,0.102564
820,"OssMMNet2002_4_820.net","MM",2002,4,284,2,4,0.5,0.25,0.775,0.600625,2.5,2,4,16,1,0.666667,1,"OssPPNet2002_4_820.net","PP",284,5.556,30.864,1.22222,1.4938217284,0.781058,0.610051599364,1.28,2,9,81,4,0.694444,1
820,"OssMMNet2002_5_820.net","MM",2002,5,229,2.5,6.25,0.25,0.0625,0.875,0.765625,2.6,2,4,16,2,0.833333,1,"OssPPNet2002_5_820.net","PP",229,6.6,43.56,1.2,1.44,0.807692,0.652366366864,1.30303,2,10,100,5,0.733333,1
820,"OssMMNet2002_6_820.net","MM",2002,6,12,2.5,6.25,0.25,0.0625,0.875,0.765625,2.6,2,4,16,3,0.833333,1,"OssPPNet2002_6_820.net","PP",12,6.6,43.56,1.2,1.44,0.807692,0.652366366864,1.30303,2,10,100,6,0.733333,1
820,"OssMMNet2002_7_820.net","MM",2002,7,46,2.5,6.25,0.25,0.0625,0.875,0.765625,2.6,2,4,16,4,0.833333,1,"OssPPNet2002_7_820.net","PP",46,6.6,43.56,1.2,1.44,0.807692,0.652366366864,1.30303,2,10,100,7,0.733333,1
820,"OssMMNet2002_8_820.net","MM",2002,8,87,2.5,6.25,0.25,0.0625,0.875,0.765625,2.6,2,4,16,5,0.833333,1,"OssPPNet2002_8_820.net","PP",87,6,36,1,1,0.818182,0.669421785124,1.37037,2,9,81,8,0.75,1
820,"OssMMNet2002_9_820.net","MM",2002,9,236,2.5,6.25,0.25,0.0625,0.875,0.765625,3,2,4,16,6,0.833333,1,"OssPPNet2002_9_820.net","PP",236,6,36,1,1,0.818182,0.669421785124,1.51852,2,9,81,9,0.75,1
820,"OssMMNet2002_10_820.net","MM",2002,10,463,2.5,6.25,0.25,0.0625,0.875,0.765625,2.6,2,4,16,7,0.833333,1,"OssPPNet2002_10_820.net","PP",463,6,36,1,1,0.818182,0.669421785124,1.37037,2,9,81,10,0.75,1
820,"OssMMNet2002_11_820.net","MM",2002,11,367,2,4,0.2,0.04,0.417778,0.174538457284,2.6,2,5,25,8,0.5,0.6,"OssPPNet2002_11_820.net","PP",367,6.6,43.56,1.2,1.44,0.807692,0.652366366864,1.30303,2,10,100,11,0.733333,1
820,"OssMMNet2002_12_820.net","MM",2002,12,441,2,4,0.2,0.04,0.417778,0.174538457284,2.6,2,5,25,9,0.5,0.6,"OssPPNet2002_12_820.net","PP",441,6.6,43.56,1.2,1.44,0.807692,0.652366366864,1.30303,2,10,100,12,0.733333,1
820,"OssMMNet2003_1_820.net","MM",2003,1,479,1.667,2.778,0.166667,0.027777888889,0.270833,0.073350513889,3,2,6,36,10,0.333333,0.4,"OssPPNet2003_1_820.net","PP",479,7.4,54.76,0.8,0.64,0.865734,0.749495358756,1.35135,2,10,100,1,0.822222,1
820,"OssMMNet2003_2_820.net","MM",2003,2,222,2,4,0.2,0.04,0.417778,0.174538457284,3,2,5,25,11,0.5,0.6,"OssPPNet2003_2_820.net","PP",222,6.8,46.24,1.1,1.21,0.823516,0.678178602256,1.38235,2,10,100,2,0.755556,1
820,"OssMMNet2003_3_820.net","MM",2003,3,230,1.667,2.778,0.166667,0.027777888889,0.270833,0.073350513889,3,2,6,36,12,0.333333,0.4,"OssPPNet2003_3_820.net","PP",230,7.091,50.281,1.45455,2.1157157025,0.795038,0.632085421444,1.33333,2,11,121,3,0.709091,1
820,"OssMMNet2003_4_820.net","MM",2003,4,254,2,4,0.2,0.04,0.417778,0.174538457284,3,2,5,25,13,0.5,0.6,"OssPPNet2003_4_820.net","PP",254,6.6,43.56,1.2,1.44,0.80979,0.6557598441,1.39394,2,10,100,4,0.733333,1
820,"OssMMNet2003_5_820.net","MM",2003,5,124,2,4,0.2,0.04,0.417778,0.174538457284,3.6,2,5,25,14,0.5,0.6,"OssPPNet2003_5_820.net","PP",124,7.4,54.76,0.8,0.64,0.866049,0.750040870401,1.56757,2,10,100,5,0.822222,1
820,"OssMMNet2003_6_820.net","MM",2003,6,100,2,4,0.2,0.04,0.417778,0.174538457284,3.2,2,5,25,15,0.5,0.6,"OssPPNet2003_6_820.net","PP",100,7.455,55.57,1.27273,1.6198416529,0.815578,0.665167474084,1.41463,2,11,121,6,0.745455,1
820,"OssMMNet2003_7_820.net","MM",2003,7,36,2,4,0.2,0.04,0.417778,0.174538457284,3.2,2,5,25,16,0.5,0.6,"OssPPNet2003_7_820.net","PP",36,7.455,55.57,1.27273,1.6198416529,0.815578,0.665167474084,1.41463,2,11,121,7,0.745455,1
820,"OssMMNet2003_8_820.net","MM",2003,8,125,2,4,0.2,0.04,0.417778,0.174538457284,3.2,2,5,25,17,0.5,0.6,"OssPPNet2003_8_820.net","PP",125,7.455,55.57,1.27273,1.6198416529,0.815578,0.665167474084,1.41463,2,11,121,8,0.745455,1
820,"OssMMNet2003_9_820.net","MM",2003,9,549,3.333,11.111,0,0,0.444444,0.197530469136,2.8,1,6,36,18,0.666667,0.666667,"OssPPNet2003_9_820.net","PP",549,8,64,1,1,0.851542,0.725123777764,1.5,2,11,121,9,0.8,1
820,"OssMMNet2003_10_820.net","MM",2003,10,180,2.4,5.76,0,0,0.44,0.1936,3.33333,1,5,25,19,0.6,0.6,"OssPPNet2003_10_820.net","PP",180,8,64,1,1,0.851542,0.725123777764,1.47727,2,11,121,10,0.8,1
820,"OssMMNet2003_11_820.net","MM",2003,11,111,1.2,1.44,0,0,0.28,0.0784,4.66667,1,5,25,20,0.3,0.3,"OssPPNet2003_11_820.net","PP",111,8,64,1,1,0.851542,0.725123777764,1.45455,2,11,121,11,0.8,1
820,"OssMMNet2003_12_820.net","MM",2003,12,111,1.2,1.44,0,0,0.28,0.0784,4.66667,1,5,25,21,0.3,0.3,"OssPPNet2003_12_820.net","PP",111,8,64,1,1,0.851542,0.725123777764,1.45455,2,11,121,12,0.8,1
820,"OssMMNet2004_1_820.net","MM",2004,1,57,1.2,1.44,0,0,0.28,0.0784,4.66667,1,5,25,22,0.3,0.3,"OssPPNet2004_1_820.net","PP",57,8,64,1,1,0.851542,0.725123777764,1.45455,2,11,121,1,0.8,1
820,"OssMMNet2004_2_820.net","MM",2004,2,103,1.333,1.778,0.333333,0.111110888889,0.264297,0.069852904209,4,2,6,36,23,0.266667,0.4,"OssPPNet2004_2_820.net","PP",103,7.538,56.828,2.23077,4.9763347929,0.746951,0.557935796401,1.42857,2,13,169,2,0.628205,1
820,"OssMMNet2004_3_820.net","MM",2004,3,83,1.667,2.778,0.166667,0.027777888889,0.270833,0.073350513889,3.6,2,6,36,24,0.333333,0.4,"OssPPNet2004_3_820.net","PP",83,8,64,1.5,2.25,0.804053,0.646501226809,1.45833,2,12,144,3,0.727273,1
820,"OssMMNet2004_4_820.net","MM",2004,4,25,1.667,2.778,0.166667,0.027777888889,0.270833,0.073350513889,3.6,2,6,36,25,0.333333,0.4,"OssPPNet2004_4_820.net","PP",25,8,64,1.5,2.25,0.804053,0.646501226809,1.45833,2,12,144,4,0.727273,1
820,"OssMMNet2004_5_820.net","MM",2004,5,337,1.667,2.778,0.166667,0.027777888889,0.270833,0.073350513889,3.6,2,6,36,26,0.333333,0.4,"OssPPNet2004_5_820.net","PP",337,8.308,69.018,1.84615,3.4082698225,0.784349,0.615203353801,1.40741,2,13,169,5,0.692308,1
820,"OssMMNet2004_6_820.net","MM",2004,6,144,2,4,0.2,0.04,0.417778,0.174538457284,3.2,2,5,25,27,0.5,0.6,"OssPPNet2004_6_820.net","PP",144,8.167,66.694,1.41667,2.0069538889,0.814372,0.663201754384,1.36735,2,12,144,6,0.742424,1
820,"OssMMNet2004_7_820.net","MM",2004,7,31,2,4,0.2,0.04,0.417778,0.174538457284,3,2,5,25,28,0.5,0.6,"OssPPNet2004_7_820.net","PP",31,7.833,61.361,1.58333,2.5069338889,0.798979,0.638367442441,1.31915,2,12,144,7,0.712121,1
820,"OssMMNet2004_8_820.net","MM",2004,8,23,2,4,0.2,0.04,0.417778,0.174538457284,3,2,5,25,29,0.5,0.6,"OssPPNet2004_8_820.net","PP",23,7.833,61.361,1.58333,2.5069338889,0.798979,0.638367442441,1.31915,2,12,144,8,0.712121,1
820,"OssMMNet2004_9_820.net","MM",2004,9,15,2,4,0.2,0.04,0.417778,0.174538457284,2.6,2,5,25,30,0.5,0.6,"OssPPNet2004_9_820.net","PP",15,7.273,52.893,1.36364,1.8595140496,0.805838,0.649374882244,1.275,2,11,121,9,0.727273,1
820,"OssMMNet2004_10_820.net","MM",2004,10,89,3.2,10.24,0.4,0.16,0.853333,0.728177208889,2.75,2,5,25,31,0.8,1,"OssPPNet2004_10_820.net","PP",89,8.167,66.694,1.41667,2.0069538889,0.815203,0.664555931209,1.38776,2,12,144,10,0.742424,1
820,"OssMMNet2004_11_820.net","MM",2004,11,83,2,4,0.2,0.04,0.417778,0.174538457284,3.2,2,5,25,32,0.5,0.6,"OssPPNet2004_11_820.net","PP",83,8.167,66.694,1.41667,2.0069538889,0.815203,0.664555931209,1.36735,2,12,144,11,0.742424,1
820,"OssMMNet2004_12_820.net","MM",2004,12,21,1.6,2.56,0.4,0.16,0.397778,0.158227337284,2.75,2,5,25,33,0.4,0.6,"OssPPNet2004_12_820.net","PP",21,7.091,50.281,1.45455,2.1157157025,0.796223,0.633971065729,1.25641,2,11,121,12,0.709091,1
820,"OssMMNet2005_1_820.net","MM",2005,1,26,1.6,2.56,0.4,0.16,0.397778,0.158227337284,2.75,2,5,25,34,0.4,0.6,"OssPPNet2005_1_820.net","PP",26,7,49,1,1,0.83974,0.7051632676,1.28571,2,10,100,1,0.777778,1
820,"OssMMNet2005_2_820.net","MM",2005,2,18,1.2,1.44,0.8,0.64,0.363232,0.131937485824,2.33333,3,5,25,35,0.3,0.6,"OssPPNet2005_2_820.net","PP",18,5.8,33.64,1.6,2.56,0.758636,0.575528580496,1.17241,2,10,100,2,0.644444,1
820,"OssMMNet2005_3_820.net","MM",2005,3,93,1.6,2.56,1.6,2.56,0.582222,0.338982457284,2.25,3,5,25,36,0.4,1,"OssPPNet2005_3_820.net","PP",93,5.8,33.64,1.6,2.56,0.758636,0.575528580496,1.2069,2,10,100,3,0.644444,1
820,"OssMMNet2005_4_820.net","MM",2005,4,101,1.6,2.56,0.4,0.16,0.397778,0.158227337284,2.5,2,5,25,37,0.4,0.6,"OssPPNet2005_4_820.net","PP",101,5.111,26.123,1.44444,2.0864069136,0.754399,0.569117851201,1.30435,2,9,81,4,0.638889,1
